term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
humans,0.09392703,0.110556155,-0.005457401,0.09407787,-0.40431938,0.32249793,0.04398425,0.24819198,-0.27222204,-0.14889647,-0.12273686,-0.04257843,0.12711851,0.28078797,-0.18128839,0.027781269,0.09438107,-0.21655387,-0.18170558,0.24229033,0.08948014,-0.25208676,0.04228728,0.29437116,0.1293994,-0.004436825,-0.076906085,0.08440972,-0.2267131,-0.17520465,0.022742856,-0.1737825,-0.14633012,-0.04483042,0.0821587,-0.0067609437,0.10345787,-0.062290687,0.05716054,0.09235986,0.08026313,-0.027528536,0.33952558,-0.05529165,-0.07093995,0.10115667,0.0033983719,0.11516261,0.031013943,0.1339847,-0.06579704,-0.43143252,-0.15447402,0.15919916,0.10998285,-0.19580954,-0.022754664,0.15866345,-0.053928006,0.08255695,0.020741478,-0.11817228,-0.3126189,0.082547426,0.0936137,-0.029054064,0.08149632,-0.066542245,-0.23138718,-0.0629326,0.045047984,-0.15892671,-0.13688107,-0.14058617,0.02779258,-0.13319187,0.008685312,0.07261987,-0.12752661,-0.20838891,0.04631571,0.2270835,-0.16259202,0.13016367,-0.20733184,0.008231253,-0.27664322,-0.2089761,0.031171693,0.07635511,-0.18059824,0.15679596,0.08367961,0.020237511,0.07737499,-0.013602541,0.05241703,0.017031575,0.014446814,-0.063835524
raccoons,-0.010424309,0.15692928,0.03366575,0.064309016,-0.44987476,0.3395283,-0.013446091,0.2885767,-0.19081399,-0.08120878,-0.036334198,-0.05569464,0.035757516,0.109322965,-0.12179126,0.07220126,0.12569784,-0.19267394,-0.00082849956,0.24825352,0.081238426,-0.24220452,-0.036996614,0.30569753,0.17302954,0.07841601,-0.051360417,0.057512347,-0.1789502,-0.16278486,0.00034305715,-0.28625214,-0.09973779,-0.023387244,-0.016862009,0.01541813,0.2538436,-0.11310175,0.12817737,0.061487034,0.024001094,0.03644782,0.3402411,-0.095421284,-0.082563095,0.08640787,-0.07247052,0.06884622,0.036975015,0.079370715,0.009907617,-0.40110093,-0.2151045,0.1681734,0.10293098,-0.124508195,0.029571155,0.21052796,-0.026780598,0.14754969,0.057399392,-0.019650862,-0.30316278,0.1135808,0.15217099,-0.037985083,0.028856348,0.0268486,-0.29910797,-0.07894208,0.08295959,-0.17823711,-0.07604861,-0.16380472,0.10300688,-0.11675466,0.029352931,0.044742193,-0.17298855,-0.19642724,-0.019254608,0.27736863,-0.18323196,0.043685168,-0.27110305,-0.13466026,-0.29702753,-0.20113203,-0.047234274,0.062000737,-0.18123105,0.122267194,0.09596798,0.06350649,0.028944606,-0.017330807,0.041428894,0.022863256,-0.060973387,-0.122797064
stop,-0.036911927,0.052373286,-0.036216553,0.105179414,-0.22618888,0.08112785,-0.06942505,0.059854306,-0.28800878,0.030177552,-0.1642094,0.049775485,0.16310601,0.26470295,-0.14981773,-0.13039838,0.10597416,-0.16395922,-0.19806531,0.09104118,0.03461075,-0.100091204,-0.0023191043,0.14761345,0.2373653,-0.007211038,-0.16456638,0.003465447,-0.16390985,-0.029855816,-0.16153291,-0.12393526,-0.1790433,-0.011184681,-0.013678752,0.12869565,0.06402401,-0.25835788,0.038647868,0.115345344,0.08966861,-0.12163194,0.2391476,-0.046011228,0.04315377,0.118359566,0.069869794,0.02254801,0.07766498,-0.048004027,-0.1303443,-0.38462532,-0.07515207,0.067566864,0.11254185,-0.040625725,-0.118361,0.05139739,-0.14758122,0.18651131,-0.040483788,-0.10260933,-0.3582242,-0.02953743,0.095427066,0.034704722,0.04739157,-0.14582549,-0.061650015,0.03172933,-0.0953512,-0.1419758,-0.2050302,-0.0500755,-0.021341916,-0.13721192,0.0055144927,-0.022873696,-0.113790944,-0.27600944,-0.058047455,0.044234406,-0.026302498,0.15495203,-0.13807274,0.11116423,-0.14337027,-0.266723,-0.08299876,0.02469964,-0.09590672,0.19160977,0.10454093,-0.06493336,0.030693075,0.087022476,0.038370036,-0.034479707,-0.019163826,-0.082019106
wo,0.08415806,-0.048955884,-0.069932446,0.24267414,0.0778447,0.0686733,-0.015034592,-0.025727568,-0.374189,0.11897841,-0.17595083,-0.06382853,0.20876159,0.31954244,-0.100768924,-0.17558868,-0.029448332,-0.19554521,-0.42206204,0.15394549,-0.026309475,-0.24433465,0.012894765,0.13918814,0.12148067,0.07808975,-0.0021079157,0.02558458,-0.022868173,-0.13733698,-0.18188308,-0.047327645,-0.22127412,-0.04611171,0.018348934,0.20676798,0.05901456,-0.24951556,-0.037968136,0.12463487,0.18823178,-0.2497847,0.17810933,-0.006301142,0.09586658,0.28747952,0.065297484,0.08684664,0.121541545,0.018607689,-0.17680497,-0.40319502,0.07743387,0.2213069,0.20838578,-0.09776116,-0.18284152,-0.06336671,-0.35959905,0.021172944,-0.17405587,-0.24838519,-0.46847945,-0.08667502,0.0001743923,0.009864876,0.055199638,-0.22931759,0.10895416,0.050756775,-0.02352447,-0.29965743,-0.22582702,-0.01198884,-0.11354114,-0.0870373,0.008942627,0.028855182,-0.04918594,-0.23679665,0.07778902,0.015388633,0.054557703,0.1644328,-0.2169692,0.20547575,-0.117741585,-0.31935322,-0.1369048,-0.030830912,-0.010917733,0.17058684,0.19119085,0.021253347,-0.0017299176,0.17503983,0.13730809,-0.0809171,-0.119582176,-0.10384828
their,0.013814315,0.1541072,0.036382664,0.042829026,-0.40790015,0.41734162,0.027547019,0.31809923,-0.17346391,-0.085483864,-0.023396336,-0.08394295,0.090806484,0.17717183,-0.157219,0.18057716,0.11112778,-0.22402206,-0.021891415,0.23140204,0.12591256,-0.23869525,-0.06909065,0.37467828,0.18424857,0.03722685,-0.0073247673,0.11636717,-0.16305198,-0.19887528,0.052797,-0.30904,-0.13089085,-0.03493738,0.015202428,-0.007705912,0.22358541,-0.015854469,0.10674214,-0.0041727996,0.022254562,0.097316794,0.3213103,-0.076923914,-0.12398097,0.16106819,-0.07203903,0.08945388,0.07593668,0.1541379,0.06764142,-0.405835,-0.21266638,0.1367397,0.09117692,-0.17338626,0.028002428,0.18879324,0.013880719,0.04939351,0.04873571,-0.09059134,-0.33777127,0.1383469,0.1272012,-0.0150646,0.031145217,0.07372743,-0.3315759,-0.09396179,0.10435693,-0.16611758,-0.09951794,-0.20964761,0.06279749,-0.087276705,0.070013225,0.0649052,-0.1706793,-0.14908892,-0.034280177,0.18052268,-0.19393486,0.09464794,-0.28344348,-0.0951596,-0.36222306,-0.20461862,-0.030504951,0.10277973,-0.21177822,0.13697526,0.07768582,0.049059413,0.08636513,-0.0704072,0.03932709,0.016075697,-0.06820031,-0.100390546
howl,-0.034108773,0.035025254,0.009054565,0.12565653,-0.1492599,-0.007855633,-0.08428358,-0.0031609433,-0.19972193,0.13242154,-0.20968406,0.12299353,0.17537454,0.21801004,-0.18221442,-0.21791644,0.11889649,-0.1905201,-0.20593987,-0.0062691467,0.06083773,-0.008035514,-0.16061461,0.17883015,0.33256146,-0.0551272,-0.21150452,-0.004056331,-0.102814205,-0.015207338,-0.0742719,-0.16681118,-0.120190926,0.039838992,-0.029402554,0.14621398,0.04569056,-0.19051175,0.072789304,0.110338174,-0.055008497,-0.16225216,0.14944242,0.034306187,0.07250184,0.11345715,0.08062149,0.089772485,0.15803005,-0.110584274,-0.069931194,-0.38815865,-0.054921858,-0.016705638,0.05655197,-0.016274165,-0.16109195,-0.10137494,-0.057890784,0.187526,-0.078497544,-0.12600802,-0.3722973,-0.10761567,0.045007013,0.06740226,-0.0010957606,-0.073423035,-0.09445408,0.049446028,-0.085847124,-0.14014646,-0.32876173,-0.011000776,0.017815584,-0.106215596,0.06388816,-0.023296943,-0.11059616,-0.30627957,-0.08216138,-0.122876026,-0.040152375,0.14706577,-0.19445162,0.12888664,-0.10235963,-0.31941378,-0.092326105,0.023345133,-0.18213056,0.12511274,0.12109159,-0.17028514,-0.02897668,0.0274318,0.012221886,0.025073834,-0.1091243,-0.13958453
d,-0.037983976,0.0033068846,-0.026098711,0.09455023,-0.06550273,0.046797205,-0.048304163,-0.0027710516,-0.15732905,0.18921848,-0.10830391,0.08504363,0.08496223,0.151986,-0.23006321,-0.16334742,0.20088565,-0.14198978,-0.25785777,0.1116928,0.14213564,-0.09844166,-0.13393717,0.1507844,0.27156645,-0.06238129,-0.08631954,0.059006527,-0.16052529,-0.06124521,-0.08191003,-0.14637406,-0.08324225,-0.0307863,-0.081285484,0.2881843,0.09078059,-0.19393295,0.0945516,0.08902074,0.0019878582,-0.07785385,0.13791579,0.08622965,-0.0054445746,0.084381945,0.070219,0.10639144,0.21662524,-0.0969064,-0.08002818,-0.35071585,0.031875767,0.053876918,0.06608212,-0.01987857,-0.12641367,-0.06857098,-0.046114374,0.10134153,-0.11858994,-0.124912106,-0.37991825,-0.17563877,0.0681942,0.124140665,-0.028213253,-0.042875435,-0.047241278,0.05557007,-0.032350525,-0.14411564,-0.23591928,-0.08106709,-0.055447362,-0.045817062,0.031695068,-0.0007000333,-0.1787017,-0.22912537,-0.12366314,-0.14609933,-0.028842939,0.11576828,-0.2504127,0.08579132,-0.13583057,-0.29179457,-0.1797366,0.048648816,-0.15934987,-0.012295496,0.061523482,-0.19146138,0.062900566,0.06729637,0.089244336,-0.067105934,-0.116037555,-0.154674
sorry,-0.04225315,0.078336135,0.06782885,0.1180884,-0.046506733,-0.12198746,-0.024541989,0.04844226,-0.091352366,0.31475264,-0.2325506,0.21622652,0.13009606,0.19764589,-0.22225961,-0.32124504,0.21370701,-0.21877867,-0.29974264,0.052385833,0.0992728,0.15826404,-0.28484952,0.058685854,0.4040313,-0.18214051,-0.13222873,0.13252762,-0.13393556,-0.2831956,-0.26137733,-0.1420259,-0.10622727,0.017926205,0.024539117,0.26296464,-0.010652434,-0.0898332,-0.002722618,0.089802094,-0.24941444,-0.07369445,-0.017402362,0.199298,-0.064592965,0.10083725,0.32801384,0.08178012,0.1833754,-0.16304642,-0.093711354,-0.15180962,0.020454224,-0.23595348,-0.053980302,-0.18858244,-0.2170626,-0.38741457,0.017902358,0.10692253,-0.17998706,-0.183201,-0.539773,-0.046243213,-0.10294406,0.2311157,-0.09342703,-0.021193584,-0.05606797,0.09843235,-0.05572689,-0.14873992,-0.38811877,0.0024567796,-0.014612818,0.017424358,-0.049006514,-0.036704943,-0.08062208,-0.48734763,-0.26064545,-0.32403797,0.02794081,0.17284568,-0.20466006,0.22540848,0.042993363,-0.3695401,-0.067473955,-0.02585915,-0.27850586,0.16456068,0.25097397,-0.38918817,-0.039482307,0.02684807,-0.006178318,0.037443805,-0.13704798,-0.28143483
leave,-0.0075820605,0.038230285,-0.0077485987,0.095150456,-0.21687348,0.14734957,-0.030074727,0.07145361,-0.25266957,-0.0035384179,-0.23106089,0.042364474,0.1949239,0.27721807,-0.23276724,-0.0560303,0.097551465,-0.1930725,-0.29725116,0.1355582,0.024080446,-0.16154626,-0.032845363,0.14872423,0.175571,0.004845204,-0.11130787,0.09688701,-0.10508671,-0.16700807,-0.052968875,-0.086561754,-0.17472853,-0.0017813825,0.062768005,0.12088655,0.0513594,-0.13722853,0.011416662,0.0877406,0.03213883,-0.12025161,0.1915639,-0.018569877,-0.014741371,0.16586843,0.0860717,0.06831424,0.06545831,0.051342428,-0.097991645,-0.38405946,-0.08013147,0.06646592,0.104049616,-0.09382622,-0.16761446,0.0041657956,-0.15235764,0.08357278,-0.09611656,-0.14836739,-0.32628253,-0.014605647,0.030360492,0.060418345,0.027122626,-0.13643816,-0.14747322,0.029164132,-0.060917843,-0.13557665,-0.21705325,-0.072226614,-0.07984847,-0.14906316,0.002753214,0.055559345,-0.08444175,-0.30379242,-0.045259926,-0.012948337,-0.06805576,0.24256977,-0.13285981,0.09774168,-0.1653669,-0.22675474,-0.024701178,0.062339805,-0.1366418,0.1328863,0.15055342,-0.14627402,0.04847579,0.029997462,0.027816894,-0.012137942,-0.056579147,-0.1621061
away,0.13672997,-0.024028683,-0.081337035,0.010144139,-0.2690749,0.12282807,-0.15557554,0.14549926,-0.19736864,0.022439867,-0.173728,0.024343986,0.067822695,0.12189305,-0.21376449,-0.12672196,0.21637544,-0.1502217,-0.23143196,0.04942656,0.0748128,-0.18859455,-0.05158719,0.20593075,0.205627,-0.014173005,-0.080286585,-0.02232907,-0.1641983,0.07679221,-0.060983036,-0.24577281,-0.22827718,-0.06349989,-0.09610736,0.15201728,0.21417142,-0.22752485,0.16297342,0.07398296,0.08438616,-0.16267261,0.16018084,-0.15455703,-0.0053961,0.1668584,-0.053977944,0.15337345,0.16523884,-0.14548746,-0.109251454,-0.2427945,-0.06907561,0.14851214,0.15278344,0.050125994,-0.23501235,-0.08197771,-0.1114162,0.135207,-0.10472811,-0.121362604,-0.24242088,-0.14412408,0.16495122,0.016331254,-0.0917181,-0.25381142,-0.010532207,-0.025869543,-0.084855475,-0.051144883,-0.13902064,-0.09684352,-0.13765636,-0.114712864,-0.05373674,-0.13153641,-0.16262244,-0.34002477,-0.16004933,0.04262722,-0.11830997,0.27039418,-0.06279677,0.13563412,-0.1346747,-0.28480917,-0.11776835,0.06335931,-0.0063210507,0.10616398,0.23382078,-0.07291196,0.06625004,-0.04374517,0.15336333,-0.022877542,-0.08700786,-0.21351007
home,8.9784364e-05,0.07119693,-0.009214138,0.1455139,-0.25290444,0.1088917,-0.064596206,0.14382812,-0.2277961,0.022466695,-0.14042541,0.007684938,0.10808692,0.19489051,-0.19741286,-0.12988791,0.14254089,-0.1535819,-0.22456428,0.07311828,0.09644843,-0.07177962,-0.06678473,0.19035852,0.1861016,0.005904949,-0.16094121,0.062117375,-0.14140704,-0.124279864,-0.14795914,-0.10881362,-0.1300655,-0.020422202,0.044822287,0.09604395,0.08975938,-0.18389557,0.022418484,0.13139907,-0.011443129,-0.09783642,0.19758636,-0.010028461,0.0022334703,0.15101856,0.1354402,0.09409625,0.05437447,0.03588401,-0.17397776,-0.336278,-0.10944325,0.03183173,0.097161636,-0.08471383,-0.09588413,0.012793599,-0.15327963,0.1634478,-0.0698133,-0.11170897,-0.3567308,0.059059285,0.0028944856,0.07854093,-0.05291101,-0.10689546,-0.1597512,0.023175932,-0.061778266,-0.13952875,-0.19461131,-0.0059845108,-0.05459804,-0.13864021,-0.04348066,-0.031460684,-0.09373855,-0.38585922,-0.11575344,0.072621,-0.015009207,0.12420075,-0.20545536,0.07352445,-0.07845755,-0.27006578,-0.082343854,0.013221284,-0.15685114,0.18980083,0.1421464,-0.13515033,0.018347992,0.031906016,-0.006090222,0.0244902,-0.005746856,-0.13603768
still,0.025568584,0.055147313,0.006557366,0.039511874,-0.16830243,0.16570969,-0.06265599,0.1352425,-0.12841196,0.12708734,-0.088797316,0.039753985,0.05367918,0.07799965,-0.10612759,-0.13657193,0.13890667,-0.15060444,-0.15519746,0.08222643,0.088641115,-0.11116115,-0.122622326,0.24481335,0.2804851,-0.05563263,-0.059784018,0.05299054,-0.14727256,-0.016144099,0.01431685,-0.230856,-0.08348646,0.014886749,-0.10197554,0.23619582,0.15142922,-0.20467845,0.17829704,-0.0014524694,0.019236734,-0.030231535,0.16105548,-0.049733635,0.0055829226,0.09021586,-0.039546147,0.08559847,0.22677118,-0.06271049,-0.02289819,-0.32550454,-0.056319844,0.06594396,0.12429069,-0.005956436,-0.119674034,-0.031064944,-0.037723113,0.13604105,-0.10121849,-0.1011078,-0.27108425,-0.11070201,0.15341303,0.047514327,-0.07451977,-0.020978335,-0.043440174,-0.06465154,-0.0017114118,-0.12614772,-0.21589282,-0.164594,0.030621056,-0.042573094,0.05491559,-0.03971724,-0.22516008,-0.1827931,-0.1553542,0.007210885,-0.15715544,0.08219821,-0.23084502,0.01681382,-0.2548363,-0.3073161,-0.12480591,0.049197145,-0.09551171,0.029790897,0.091592245,-0.056053933,0.06271676,-0.039622795,0.14699483,-0.06235237,-0.16115633,-0.13942996
those,0.01179879,0.08091605,0.028812097,0.048434753,-0.32771185,0.3157447,0.0070878956,0.2327751,-0.23450549,-0.045236442,-0.058309678,-0.074565195,0.082274586,0.22787705,-0.16322736,0.053983286,0.063720964,-0.18831918,-0.0780922,0.18693034,0.11904543,-0.22027646,-0.046404086,0.32962346,0.201475,0.062633805,-0.05108546,0.076365046,-0.18454914,-0.14968906,0.014784025,-0.21532112,-0.13943648,0.02920988,0.012664261,0.040555257,0.15655124,-0.08247392,0.05200713,0.02672069,0.027377628,0.003758774,0.30451038,-0.023199534,-0.033146746,0.13932002,-0.033668853,0.11170538,0.051676713,0.0986238,-0.0038862217,-0.4244989,-0.12237958,0.125771,0.06912361,-0.13681135,-0.05139013,0.13090692,-0.044789914,0.12465035,0.039857507,-0.06357856,-0.35348982,0.054147985,0.107764564,0.004618162,0.034812156,-0.042666685,-0.22965072,-0.07308567,0.054886285,-0.22238041,-0.14709902,-0.16127864,0.0859528,-0.0673552,0.060014352,0.043008454,-0.16422483,-0.14483052,0.01565108,0.1221785,-0.1404329,0.06558677,-0.2813133,-0.022058023,-0.27652967,-0.22643153,-0.059895888,0.09040886,-0.15986289,0.13900293,0.067400955,0.040530566,0.0824859,-0.02948416,0.020302815,0.0068866797,-0.060620353,-0.07952437
say,-0.0479058,0.0677078,-0.026539778,0.12653641,-0.043287385,0.14697935,-0.00072281377,0.026881741,-0.17633747,0.18074578,-0.10851482,0.020180708,0.11149889,0.19236362,-0.15589583,-0.06636139,0.11395289,-0.20887329,-0.22550923,0.11402494,0.0939627,-0.12449245,-0.111997694,0.2031158,0.2758565,-0.084349595,-0.05561813,-0.023895197,-0.11741026,-0.0128026055,-0.03938961,-0.17517813,-0.116735086,0.04333013,-0.010714289,0.2673347,0.07316931,-0.22271329,0.087907754,-0.0095771,0.084976755,-0.053476065,0.21899506,0.02800391,0.02378435,0.12803628,-0.00014511833,0.03047723,0.2361323,-0.05699125,0.032014646,-0.33569428,0.0223573,0.06312315,0.12989567,-0.021513198,-0.10027834,-0.0037524735,-0.06480019,0.12780958,-0.10401967,-0.20156349,-0.2731429,-0.10809918,0.09013232,0.073603205,-0.004873383,-0.099181026,-0.0018319984,-0.058923107,-0.03884928,-0.20679797,-0.30435273,-0.1384926,0.0020281936,-0.051400308,0.09225444,0.06993351,-0.15062039,-0.11228177,-0.08410083,-0.046966244,-0.10363873,0.0727012,-0.27150008,0.103210226,-0.33289605,-0.3065265,-0.18388137,0.04278739,-0.06786233,-0.0074782376,0.03927209,-0.11000478,0.05584197,0.01501236,0.13289087,-0.073210195,-0.11065554,-0.1000679
everyone,0.04146688,0.028146928,-0.036773015,-0.032624394,-0.24015753,0.17002386,-0.10715492,0.1845965,-0.15293847,0.062001377,-0.15665612,0.02157001,0.08759735,0.08472851,-0.17953163,-0.04112626,0.17812768,-0.19468302,-0.23788175,0.04269188,0.0827716,-0.16717978,-0.08694971,0.26722822,0.27973917,-0.07876949,-0.069631435,0.044804525,-0.14720893,0.036926247,-0.06908786,-0.25346854,-0.20715427,-0.02712209,-0.0569881,0.124430045,0.18000773,-0.17633326,0.1959151,-0.020588662,0.055267084,-0.09509124,0.12586312,-0.07777485,-0.028172763,0.16738015,-0.035200942,0.077530764,0.16665125,-0.08856349,-0.018365787,-0.27701318,-0.09066735,0.06914595,0.11558833,-0.003964774,-0.20108701,-0.08617916,-0.038596597,0.117481716,-0.10073269,-0.18760248,-0.2221689,-0.10780188,0.17828177,0.031770453,-0.10884094,-0.20219533,-0.05760906,-0.056187596,-0.03677563,-0.06786775,-0.1939329,-0.11068771,-0.120751314,-0.11741917,0.018937921,-0.14199975,-0.17236692,-0.25653136,-0.1799386,-0.014462209,-0.1705384,0.21182095,-0.102394216,0.1397124,-0.2035173,-0.26904526,-0.14900382,0.071490034,-0.02474513,0.0911279,0.19710313,-0.072176315,0.086807296,-0.11742448,0.17023017,0.009697873,-0.093230434,-0.17570257
sure,0.004442792,0.07658134,0.053320985,0.087760106,-0.12274754,0.0064056166,-0.0018588017,0.08641926,-0.17147191,0.117068976,-0.20778349,0.12462561,0.10814854,0.1901892,-0.120184265,-0.22762136,0.12750117,-0.17192106,-0.22304471,0.062061552,0.057419155,0.017312644,-0.15912788,0.1692566,0.29659522,-0.10316436,-0.12017887,0.06474021,-0.15496227,-0.10460065,-0.118540026,-0.14731921,-0.122828476,0.003727417,0.004874738,0.18575825,0.04182252,-0.1507939,0.05187199,0.0641003,-0.0616569,-0.041152466,0.12501426,0.057006538,0.0031266653,0.09513456,0.13801028,0.120706744,0.17749478,-0.08088583,-0.11059819,-0.28407827,-0.016797984,-0.06235154,0.03318146,-0.09025074,-0.18575346,-0.15916397,-0.068053655,0.16426925,-0.08423734,-0.11575555,-0.40635797,-0.082673356,0.040912155,0.09323431,-0.025926936,-0.0686307,-0.069567025,0.03352915,-0.054953497,-0.13706553,-0.3277782,-0.048120465,0.016172871,-0.027810728,-0.008407528,-0.07835985,-0.1290757,-0.35292757,-0.15441737,-0.13009709,-0.016934805,0.15408339,-0.15600836,0.1458256,-0.1250328,-0.30843648,-0.026454488,0.021887861,-0.14967458,0.15393502,0.17186257,-0.1506594,0.013697684,0.025989696,0.089069076,-0.0011689516,-0.11677769,-0.15868844
eat,0.05527596,0.0024234324,-0.022149432,0.13399322,-0.17929934,0.03324944,-0.054764308,0.042584866,-0.35284093,-0.018035766,-0.26312754,0.041802756,0.270854,0.376703,-0.24566896,-0.1714615,0.06721405,-0.20569615,-0.41268253,0.10235353,0.04400444,-0.16183214,0.03439274,0.1315121,0.16723734,0.008939622,-0.20735954,0.04856885,-0.12028669,-0.07569139,-0.11314371,-0.024742914,-0.19775815,-0.018396625,0.13307334,0.08127535,-0.07003964,-0.19512033,-0.06706512,0.16249019,0.08485844,-0.20739897,0.24216183,0.011494842,0.018716855,0.18121497,0.12108261,0.09173803,0.023920609,0.06628619,-0.18400975,-0.4065963,-0.018757088,0.048052363,0.12997526,-0.13929777,-0.1853411,-0.0059466334,-0.24345298,0.14574458,-0.07869303,-0.14588928,-0.39140314,-0.027253725,-0.006486388,0.074494675,0.042234253,-0.23779368,-0.04300562,-0.013620649,-0.0746279,-0.1728701,-0.26921296,-0.004536213,-0.08858759,-0.20025913,-0.0072121727,-0.00021458688,-0.06764761,-0.36887148,0.043603312,-0.009733328,-0.032101594,0.26405734,-0.122091986,0.21751028,-0.11302379,-0.27219626,-0.03172983,0.07801629,-0.08614208,0.18055992,0.1475701,-0.18516225,0.038287424,0.07608528,0.038092084,0.03289226,0.033469424,-0.1092216
huh,-0.05019872,0.06505937,-0.020798497,0.14053029,-0.11983589,0.04599088,-0.058951665,0.026943455,-0.19413559,0.1373595,-0.123598345,0.061543617,0.098598965,0.15923859,-0.1379058,-0.16430192,0.11474789,-0.13456057,-0.15719642,0.09130807,0.04810194,-0.07366693,-0.0892379,0.15371118,0.2695269,-0.047819797,-0.09781195,-0.008122543,-0.119569264,-0.045707006,-0.07452586,-0.12932989,-0.08455272,0.03753798,-0.037550338,0.18259543,0.07828948,-0.23643161,0.07215484,0.116228454,0.027310433,-0.0816481,0.18425815,0.002214226,0.053074326,0.06910866,0.06699298,0.05131576,0.16254263,-0.094591655,-0.066635,-0.32141614,-0.039782666,0.050452616,0.09320866,-0.0054025743,-0.077867806,-0.024928257,-0.07166603,0.17491223,-0.06659737,-0.11969066,-0.32470745,-0.09178745,0.060790304,0.053009957,-0.014216132,-0.071130596,-0.022970475,-0.024473978,-0.0233563,-0.15686509,-0.25308335,-0.07856201,0.024317319,-0.07745676,0.029826421,0.007820944,-0.15454893,-0.22196975,-0.10272492,-0.014029272,-0.046760518,0.05258232,-0.21907116,0.05334923,-0.16049321,-0.30721775,-0.1265681,0.033578023,-0.08730373,0.10442408,0.06651695,-0.0967409,0.0077176313,0.044160433,0.057982482,-0.04632966,-0.1114339,-0.10765838
work,0.09103454,0.013908761,-0.020595914,-0.023195257,-0.2341662,0.19139645,-0.10551513,0.17708516,-0.20158821,0.04197455,-0.15954977,0.023251247,0.08699083,0.1690573,-0.19269289,-0.08721852,0.17346166,-0.18980953,-0.27700368,0.075608365,0.108563095,-0.16318549,-0.07403743,0.21911034,0.23291913,-0.058526587,-0.13237886,0.044767924,-0.13828231,-0.049260605,-0.06202552,-0.1463218,-0.15754768,-0.015543848,-0.08630973,0.15091603,0.1273889,-0.15955742,0.10504771,0.019707223,0.014805213,-0.11182514,0.14345688,-0.04881649,0.014280711,0.15971708,0.029692642,0.11555704,0.11802779,-0.011267918,-0.07394346,-0.3131355,-0.0888928,0.083854355,0.0860544,0.043119676,-0.2232523,-0.07544561,-0.07190806,0.10927711,-0.11228334,-0.10057069,-0.25905028,-0.05511778,0.12135026,0.092279874,-0.082836084,-0.19004303,-0.09577101,-0.023405114,-0.044028964,-0.080707364,-0.17899609,-0.08328915,-0.14622082,-0.1351556,-0.015320045,-0.1204284,-0.10020959,-0.2833256,-0.14702815,-0.0013506563,-0.1795916,0.22150303,-0.16069795,0.13255244,-0.17039481,-0.2406936,-0.12819949,0.09932607,-0.11452711,0.10204115,0.16080551,-0.06974064,0.083442055,-0.10621767,0.083381586,0.011871222,-0.02450838,-0.22459683
tell,0.051032834,0.058245853,-0.0075532235,0.16591011,-0.048271827,-0.005922728,-0.025169447,-0.08650049,-0.16987006,0.19479395,-0.25564808,0.09793217,0.19201916,0.3010823,-0.29036018,-0.15182054,0.1031738,-0.2567628,-0.36227298,0.059283268,0.08511008,-0.03245417,-0.11630035,0.13850872,0.31045905,-0.100406215,-0.1388536,0.010042727,-0.10119124,-0.07706472,-0.12437599,-0.07291051,-0.15691715,0.040569592,0.06035532,0.21225865,-0.012385619,-0.13096793,0.016912902,0.06274281,0.026271788,-0.21872841,0.15241621,0.08408507,-0.013755442,0.17087758,0.11606964,0.08657655,0.1430419,-0.121278994,0.021242207,-0.3178478,0.04645313,-0.032469664,0.061490525,-0.072488144,-0.24089734,-0.13829716,-0.06531536,0.0777669,-0.10944836,-0.24698532,-0.3728363,-0.14082657,-0.0020146167,0.11415404,-0.0016089429,-0.16716674,-0.010688892,0.014754387,-0.10005619,-0.13687111,-0.36025494,-0.04724659,-0.051814195,-0.11116477,0.05329534,0.100944,-0.064416975,-0.32514876,-0.070745036,-0.1858236,-0.046208017,0.21907374,-0.19341388,0.22703505,-0.15268648,-0.34443358,-0.14268993,0.045453463,-0.15038864,0.05956785,0.1361338,-0.27308866,-0.0034451874,0.073814176,0.074889176,0.04503578,-0.08000104,-0.16036846
